precision_d,recall_d,fscore_d,precision_p,recall_p,fscore_p,precision_h,recall_h,fscore_h,precision_s,recall_s,fscore_s,precision_r,recall_r,fscore_r,execution,kernel,c,gamma,characteristic type,characteristic,articulation point,window,label position
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3177,rbf,450,2,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3178,rbf,450,4,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3179,rbf,450,8,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3180,rbf,450,16,escalar,aceleracao,rh,90,meio
95.536,64.848,0.773,34.375,13.924,0.198,0.0,0.0,0.0,49.937,95.204,0.655,85.0,26.984,0.41,3181,rbf,500,0.03125,escalar,aceleracao,rh,90,meio
100.0,44.545,0.616,39.286,13.924,0.206,0.0,0.0,0.0,45.565,98.561,0.623,0.0,0.0,0.0,3182,rbf,500,0.0625,escalar,aceleracao,rh,90,meio
100.0,0.909,0.018,100.0,2.532,0.049,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3183,rbf,500,0.125,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,3184,rbf,500,0.25,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,100.0,1.266,0.025,0.0,0.0,0.0,38.755,100.0,0.559,0.0,0.0,0.0,3185,rbf,500,0.5,escalar,aceleracao,rh,90,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.719,100.0,0.558,0.0,0.0,0.0,3186,rbf,500,1,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187,rbf,500,2,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3188,rbf,500,4,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3189,rbf,500,8,escalar,aceleracao,rh,90,meio
30.641,100.0,0.469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3190,rbf,500,16,escalar,aceleracao,rh,90,meio
94.33,56.308,0.705,37.5,15.0,0.214,0.0,0.0,0.0,48.73,96.643,0.648,80.0,25.397,0.386,3191,rbf,1,0.03125,escalar,aceleracao,rh,100,meio
100.0,32.0,0.485,50.0,15.0,0.231,0.0,0.0,0.0,44.127,100.0,0.612,0.0,0.0,0.0,3192,rbf,1,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,3193,rbf,1,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3194,rbf,1,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,3195,rbf,1,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,3196,rbf,1,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3197,rbf,1,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3198,rbf,1,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3199,rbf,1,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200,rbf,1,16,escalar,aceleracao,rh,100,meio
94.33,56.308,0.705,34.286,15.0,0.209,0.0,0.0,0.0,48.544,95.923,0.645,80.0,25.397,0.386,3201,rbf,50,0.03125,escalar,aceleracao,rh,100,meio
100.0,31.692,0.481,48.0,15.0,0.229,0.0,0.0,0.0,44.127,100.0,0.612,0.0,0.0,0.0,3202,rbf,50,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,3203,rbf,50,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3204,rbf,50,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3205,rbf,50,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,3206,rbf,50,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3207,rbf,50,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3208,rbf,50,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3209,rbf,50,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3210,rbf,50,16,escalar,aceleracao,rh,100,meio
94.33,56.308,0.705,34.286,15.0,0.209,0.0,0.0,0.0,48.544,95.923,0.645,80.0,25.397,0.386,3211,rbf,100,0.03125,escalar,aceleracao,rh,100,meio
100.0,31.692,0.481,48.0,15.0,0.229,0.0,0.0,0.0,44.127,100.0,0.612,0.0,0.0,0.0,3212,rbf,100,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,3213,rbf,100,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3214,rbf,100,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3215,rbf,100,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,3216,rbf,100,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3217,rbf,100,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3218,rbf,100,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3219,rbf,100,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3220,rbf,100,16,escalar,aceleracao,rh,100,meio
94.33,56.308,0.705,34.286,15.0,0.209,0.0,0.0,0.0,48.544,95.923,0.645,80.0,25.397,0.386,3221,rbf,150,0.03125,escalar,aceleracao,rh,100,meio
100.0,31.692,0.481,48.0,15.0,0.229,0.0,0.0,0.0,44.127,100.0,0.612,0.0,0.0,0.0,3222,rbf,150,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,3223,rbf,150,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3224,rbf,150,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3225,rbf,150,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,3226,rbf,150,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3227,rbf,150,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3228,rbf,150,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3229,rbf,150,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3230,rbf,150,16,escalar,aceleracao,rh,100,meio
94.33,56.308,0.705,34.286,15.0,0.209,0.0,0.0,0.0,48.544,95.923,0.645,80.0,25.397,0.386,3231,rbf,200,0.03125,escalar,aceleracao,rh,100,meio
100.0,31.692,0.481,48.0,15.0,0.229,0.0,0.0,0.0,44.127,100.0,0.612,0.0,0.0,0.0,3232,rbf,200,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,3233,rbf,200,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3234,rbf,200,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3235,rbf,200,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,3236,rbf,200,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3237,rbf,200,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3238,rbf,200,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3239,rbf,200,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3240,rbf,200,16,escalar,aceleracao,rh,100,meio
94.33,56.308,0.705,34.286,15.0,0.209,0.0,0.0,0.0,48.544,95.923,0.645,80.0,25.397,0.386,3241,rbf,250,0.03125,escalar,aceleracao,rh,100,meio
100.0,31.692,0.481,48.0,15.0,0.229,0.0,0.0,0.0,44.127,100.0,0.612,0.0,0.0,0.0,3242,rbf,250,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,3243,rbf,250,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3244,rbf,250,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3245,rbf,250,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,3246,rbf,250,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3247,rbf,250,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3248,rbf,250,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3249,rbf,250,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250,rbf,250,16,escalar,aceleracao,rh,100,meio
94.33,56.308,0.705,34.286,15.0,0.209,0.0,0.0,0.0,48.544,95.923,0.645,80.0,25.397,0.386,3251,rbf,300,0.03125,escalar,aceleracao,rh,100,meio
100.0,31.692,0.481,48.0,15.0,0.229,0.0,0.0,0.0,44.127,100.0,0.612,0.0,0.0,0.0,3252,rbf,300,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,3253,rbf,300,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3254,rbf,300,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3255,rbf,300,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,3256,rbf,300,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3257,rbf,300,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3258,rbf,300,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3259,rbf,300,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3260,rbf,300,16,escalar,aceleracao,rh,100,meio
94.33,56.308,0.705,34.286,15.0,0.209,0.0,0.0,0.0,48.544,95.923,0.645,80.0,25.397,0.386,3261,rbf,350,0.03125,escalar,aceleracao,rh,100,meio
100.0,31.692,0.481,48.0,15.0,0.229,0.0,0.0,0.0,44.127,100.0,0.612,0.0,0.0,0.0,3262,rbf,350,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,3263,rbf,350,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3264,rbf,350,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3265,rbf,350,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,3266,rbf,350,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3267,rbf,350,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3268,rbf,350,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3269,rbf,350,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3270,rbf,350,16,escalar,aceleracao,rh,100,meio
94.33,56.308,0.705,34.286,15.0,0.209,0.0,0.0,0.0,48.544,95.923,0.645,80.0,25.397,0.386,3271,rbf,400,0.03125,escalar,aceleracao,rh,100,meio
100.0,31.692,0.481,48.0,15.0,0.229,0.0,0.0,0.0,44.127,100.0,0.612,0.0,0.0,0.0,3272,rbf,400,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,3273,rbf,400,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3274,rbf,400,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3275,rbf,400,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,3276,rbf,400,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3277,rbf,400,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3278,rbf,400,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3279,rbf,400,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3280,rbf,400,16,escalar,aceleracao,rh,100,meio
94.33,56.308,0.705,34.286,15.0,0.209,0.0,0.0,0.0,48.544,95.923,0.645,80.0,25.397,0.386,3281,rbf,450,0.03125,escalar,aceleracao,rh,100,meio
100.0,31.692,0.481,48.0,15.0,0.229,0.0,0.0,0.0,44.127,100.0,0.612,0.0,0.0,0.0,3282,rbf,450,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,3283,rbf,450,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3284,rbf,450,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3285,rbf,450,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,3286,rbf,450,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3287,rbf,450,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3288,rbf,450,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3289,rbf,450,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3290,rbf,450,16,escalar,aceleracao,rh,100,meio
94.33,56.308,0.705,34.286,15.0,0.209,0.0,0.0,0.0,48.544,95.923,0.645,80.0,25.397,0.386,3291,rbf,500,0.03125,escalar,aceleracao,rh,100,meio
100.0,31.692,0.481,48.0,15.0,0.229,0.0,0.0,0.0,44.127,100.0,0.612,0.0,0.0,0.0,3292,rbf,500,0.0625,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,2.5,0.049,0.0,0.0,0.0,38.936,100.0,0.56,0.0,0.0,0.0,3293,rbf,500,0.125,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3294,rbf,500,0.25,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,100.0,1.25,0.025,0.0,0.0,0.0,38.899,100.0,0.56,0.0,0.0,0.0,3295,rbf,500,0.5,escalar,aceleracao,rh,100,meio
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.863,100.0,0.56,0.0,0.0,0.0,3296,rbf,500,1,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3297,rbf,500,2,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3298,rbf,500,4,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3299,rbf,500,8,escalar,aceleracao,rh,100,meio
30.289,100.0,0.465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300,rbf,500,16,escalar,aceleracao,rh,100,meio
89.754,59.189,0.713,66.667,2.597,0.05,0.0,0.0,0.0,47.664,99.27,0.644,16.667,1.587,0.029,3301,rbf,1,0.03125,escalar,aceleracao,lh,10,meio
91.286,59.459,0.72,75.0,3.896,0.074,0.0,0.0,0.0,47.775,99.27,0.645,40.0,6.349,0.11,3302,rbf,1,0.0625,escalar,aceleracao,lh,10,meio
91.765,63.243,0.749,66.667,2.597,0.05,0.0,0.0,0.0,48.687,99.27,0.653,61.538,12.698,0.211,3303,rbf,1,0.125,escalar,aceleracao,lh,10,meio
92.683,61.622,0.74,33.333,3.896,0.07,0.0,0.0,0.0,50.873,99.27,0.673,21.154,17.46,0.191,3304,rbf,1,0.25,escalar,aceleracao,lh,10,meio
93.75,60.811,0.738,15.942,14.286,0.151,0.0,0.0,0.0,54.094,98.054,0.697,20.0,17.46,0.186,3305,rbf,1,0.5,escalar,aceleracao,lh,10,meio
94.872,60.0,0.735,15.068,14.286,0.147,0.0,0.0,0.0,52.252,98.783,0.684,40.0,15.873,0.227,3306,rbf,1,1,escalar,aceleracao,lh,10,meio
95.238,59.459,0.732,18.333,14.286,0.161,0.0,0.0,0.0,50.882,98.297,0.671,33.333,12.698,0.184,3307,rbf,1,2,escalar,aceleracao,lh,10,meio
96.347,57.027,0.716,17.647,7.792,0.108,0.0,0.0,0.0,47.474,98.297,0.64,20.0,1.587,0.029,3308,rbf,1,4,escalar,aceleracao,lh,10,meio
96.602,53.784,0.691,27.273,3.896,0.068,0.0,0.0,0.0,46.076,100.0,0.631,0.0,0.0,0.0,3309,rbf,1,8,escalar,aceleracao,lh,10,meio
97.241,38.108,0.548,33.333,1.299,0.025,0.0,0.0,0.0,42.768,100.0,0.599,0.0,0.0,0.0,3310,rbf,1,16,escalar,aceleracao,lh,10,meio
93.796,69.459,0.798,7.692,3.896,0.052,0.0,0.0,0.0,50.575,96.35,0.663,66.667,12.698,0.213,3311,rbf,50,0.03125,escalar,aceleracao,lh,10,meio
95.926,70.0,0.809,21.127,19.481,0.203,0.0,0.0,0.0,52.712,92.214,0.671,24.444,17.46,0.204,3312,rbf,50,0.0625,escalar,aceleracao,lh,10,meio
93.6,63.243,0.755,13.861,18.182,0.157,0.0,0.0,0.0,52.817,91.241,0.669,18.182,12.698,0.15,3313,rbf,50,0.125,escalar,aceleracao,lh,10,meio
93.644,59.73,0.729,11.409,22.078,0.15,0.0,0.0,0.0,54.286,87.835,0.671,19.643,17.46,0.185,3314,rbf,50,0.25,escalar,aceleracao,lh,10,meio
95.259,59.73,0.734,13.953,23.377,0.175,0.0,0.0,0.0,52.58,91.727,0.668,34.483,15.873,0.217,3315,rbf,50,0.5,escalar,aceleracao,lh,10,meio
94.468,60.0,0.734,13.913,20.779,0.167,0.0,0.0,0.0,52.459,93.431,0.672,39.13,14.286,0.209,3316,rbf,50,1,escalar,aceleracao,lh,10,meio
94.144,56.486,0.706,12.5,14.286,0.133,0.0,0.0,0.0,50.588,94.161,0.658,61.538,12.698,0.211,3317,rbf,50,2,escalar,aceleracao,lh,10,meio
95.283,54.595,0.694,14.286,10.39,0.12,0.0,0.0,0.0,48.089,94.891,0.638,16.667,1.587,0.029,3318,rbf,50,4,escalar,aceleracao,lh,10,meio
96.585,53.514,0.689,23.529,5.195,0.085,0.0,0.0,0.0,45.961,98.297,0.626,0.0,0.0,0.0,3319,rbf,50,8,escalar,aceleracao,lh,10,meio
96.774,40.541,0.571,16.667,1.299,0.024,0.0,0.0,0.0,43.354,100.0,0.605,0.0,0.0,0.0,3320,rbf,50,16,escalar,aceleracao,lh,10,meio
94.306,71.622,0.814,14.286,11.688,0.129,0.0,0.0,0.0,51.467,93.917,0.665,71.429,15.873,0.26,3321,rbf,100,0.03125,escalar,aceleracao,lh,10,meio
95.489,68.649,0.799,17.857,19.481,0.186,0.0,0.0,0.0,52.949,91.727,0.671,21.951,14.286,0.173,3322,rbf,100,0.0625,escalar,aceleracao,lh,10,meio
93.671,60.0,0.731,11.921,23.377,0.158,25.0,0.532,0.01,53.582,87.348,0.664,17.021,12.698,0.145,3323,rbf,100,0.125,escalar,aceleracao,lh,10,meio
94.85,59.73,0.733,12.5,24.675,0.166,0.0,0.0,0.0,53.088,87.835,0.662,26.829,17.46,0.212,3324,rbf,100,0.25,escalar,aceleracao,lh,10,meio
95.259,59.73,0.734,14.789,27.273,0.192,0.0,0.0,0.0,53.21,90.754,0.671,31.25,15.873,0.211,3325,rbf,100,0.5,escalar,aceleracao,lh,10,meio
94.348,58.649,0.723,13.333,20.779,0.162,0.0,0.0,0.0,52.603,93.431,0.673,41.667,15.873,0.23,3326,rbf,100,1,escalar,aceleracao,lh,10,meio
94.118,56.216,0.704,13.187,15.584,0.143,0.0,0.0,0.0,50.721,94.161,0.659,61.538,12.698,0.211,3327,rbf,100,2,escalar,aceleracao,lh,10,meio
95.261,54.324,0.692,15.254,11.688,0.132,0.0,0.0,0.0,48.212,95.134,0.64,16.667,1.587,0.029,3328,rbf,100,4,escalar,aceleracao,lh,10,meio
96.585,53.514,0.689,23.529,5.195,0.085,0.0,0.0,0.0,46.014,98.297,0.627,0.0,0.0,0.0,3329,rbf,100,8,escalar,aceleracao,lh,10,meio
96.774,40.541,0.571,16.667,1.299,0.024,0.0,0.0,0.0,43.354,100.0,0.605,0.0,0.0,0.0,3330,rbf,100,16,escalar,aceleracao,lh,10,meio
